Episode;Step;PSR
1;124;-30.691875684860335
1;249;-2.694658786154867
1;374;-9.037251161265699
1;499;-18.46550893635487
1;624;-16.403234012860953
1;749;-27.255654635826293
1;874;-22.393399728133467
1;999;-23.297527302600493
1;1124;-16.360928303902053
1;1249;-15.479770581013632
1;1374;-14.222479087941164
1;1499;-17.41247333067908
1;1624;-21.953915713776237
1;1749;-96.99526431999327
1;1874;-1052.7608322724025
1;1999;-1529.0155599675008
1;2124;-4310.241289796171
1;2249;-3296.434262417528
1;2374;-834.3755305099774
1;2499;-222.31235404407596
1;2624;-76.50600516298135
1;2749;-28.951879188033995
1;2874;-14.879287590707067
1;2999;-22.33599864909097
1;3124;-25.967576581013077
1;3249;-27.958751101861747
1;3374;-14.306921037120894
1;3499;-6.365561777815814
1;3624;-9.230950228522842
1;3749;-27.30719391587523
1;3874;-116.1630543773845
1;3999;-240.56147901068843
1;4124;-82.69681620351203
1;4249;-33.87392989646673
1;4374;-33.67082251166381
1;4499;-40.41209008593981
1;4624;-24.795231108225206
1;4749;-24.977413253445384
1;4874;-25.019366982946483
1;4999;-23.81266451576885
1;5124;-19.557544476310582
1;5249;-14.711604387510576
1;5374;-21.56444261078194
1;5499;-33.17915128384987
1;5624;-57.851672381408136
1;5749;-123.41254898759549
1;5874;-123.82049349597295
1;5999;-143.28059436789673
1;6124;-110.59490839648014
1;6249;-75.03992568896642
1;6374;-64.69278791526843
1;6499;-43.171939228352635
1;6624;-32.58642754551513
1;6749;-37.76873060652699
1;6874;-32.059206653515915
1;6999;-36.742834476654885
1;7124;-44.14539510435495
1;7249;-51.80985848204952
1;7374;-87.48238095817064
1;7499;-129.22006527632138
1;7624;-148.90689463989622
1;7749;-133.84098255612528
1;7874;-96.83773609243316
1;7999;-50.58494435177617
1;8124;-35.31608017536302
1;8249;-39.41349897722418
1;8374;-45.0505925029765
1;8499;-51.90904612813022
1;8624;-62.987340489354146
1;8749;-74.48989488158976
1;8874;-78.43730086365166
1;8999;-82.99315214080804
1;9124;-100.96159568099073
1;9249;-148.0041453676442
1;9374;-191.27842873741318
1;9499;-171.53608652225543
1;9624;-111.73569133544996
1;9749;-63.604837356523426
1;9874;-34.73435948516791
1;9999;-30.000386923300148
1;10124;-36.242328152030026
1;10249;-34.74472805917005
1;10374;-32.97791707417247
1;10499;-33.967044895611686
1;10624;-29.668906568289614
1;10749;-34.23458591885043
1;10874;-40.808052542215165
1;10999;-51.21232084648556
1;11124;-88.74521991252686
1;11249;-177.02216104076737
1;11374;-260.7696617463362
1;11499;-262.37055406001355
1;11624;-250.91645999133888
1;11749;-110.36192518991336
1;11874;-38.09425107554049
1;11999;-25.1142405003577
1;12124;-25.072506103679636
1;12249;-25.892015241023483
1;12374;-23.76688238963909
1;12499;-20.1731979638855
1;12624;-19.377212164794795
1;12749;-20.243049571511495
1;12874;-25.01374543181898
1;12999;-34.12516905958178
1;13124;-45.98149880986721
1;13249;-75.29683746993416
1;13374;-89.04350893151457
1;13499;-54.49750177893147
1;13624;-30.80852681314245
1;13749;-22.355785931742854
1;13874;-21.61880445838876
1;13999;-21.815837421749002
1;14124;-22.206970713745473
1;14249;-21.07686437441455
1;14374;-18.718890282768978
1;14499;-18.592751701121266
1;14624;-18.94799039419066
1;14749;-24.501607295122987
1;14874;-36.648468908183055
1;14999;-51.630439180789445
1;15124;-57.35720210985189
1;15249;-55.57697944654063
1;15374;-39.42293606165005
1;15499;-23.722401982236452
1;15624;-20.40714230221809
1;15749;-21.03043895521672
1;15874;-20.759489360255102
1;15999;-22.156083389893205
1;16124;-20.351886981916422
1;16249;-18.81823009712511
1;16374;-17.98763720218257
1;16499;-19.491219977332225
1;16624;-25.729782766600394
1;16749;-40.09493904858715
1;16874;-55.12892048657818
1;16999;-56.35382353427308
1;17124;-50.626621856365745
1;17249;-34.59467921781588
1;17374;-22.963783456536095
1;17499;-19.9943004762586
1;17624;-20.104445387383056
1;17749;-19.93657986034319
1;17874;-21.48845438132122
1;17999;-19.673003967268
1;18124;-18.03921816430548
1;18249;-17.981884014337684
1;18374;-19.153445328599464
1;18499;-25.233635734329354
1;18624;-36.91607505502829
1;18749;-49.52611633349864
1;18874;-51.1153605800841
1;18999;-42.491652350596226
1;19124;-28.240398968160505
1;19249;-20.515028733928727
1;19374;-20.523606873321498
1;19499;-19.84249921596357
1;19624;-19.844140350286455
1;19749;-20.83051984604424
1;19874;-18.817428530248247
1;19999;-17.41490878985231
1;20124;-17.620727201029233
1;20249;-21.42992757827239
1;20374;-30.256167002179996
1;20499;-47.59930828732998
1;20624;-61.77408298631057
1;20749;-56.34184936923153
1;20874;-43.53216939574504
1;20999;-27.08838272290801
1;21124;-21.349507439932246
1;21249;-21.21501118204622
1;21374;-20.402479696094844
1;21499;-20.941130598279333
1;21624;-20.650461197363324
1;21749;-18.71569657005299
1;21874;-17.139365515622828
1;21999;-19.188403557031013
1;22124;-24.788219920350578
1;22249;-37.68320760744571
1;22374;-56.38353402571126
1;22499;-61.15571639124872
1;22624;-53.04834708617739
1;22749;-37.82616742060836
1;22874;-25.07423917592509
1;22999;-21.342702222833143
1;23124;-21.29631072320733
1;23249;-20.612031034680303
1;23374;-21.045677747237242
1;23499;-19.926040876739506
1;23624;-17.869331175296225
1;23749;-16.91128352676932
1;23874;-20.099561429913066
1;23999;-27.52450919769314
1;24124;-44.268050746243325
1;24249;-62.930227132063536
1;24374;-59.792641998921475
1;24499;-48.70711961885011
1;24624;-32.16050775802424
1;24749;-23.723308220145437
1;24874;-21.822666895936432
1;24999;-20.697193516375787
1;25124;-20.680966783214405
1;25249;-20.857569573266172
1;25374;-19.067741185251116
1;25499;-17.077906489432948
1;25624;-17.84395992619758
1;25749;-22.851812745718696
1;25874;-34.27315849725893
1;25999;-54.58499613323108
1;26124;-66.10102531392376
1;26249;-57.546017924930325
1;26374;-42.572134534401954
1;26499;-27.870032545774535
1;26624;-22.986426545182947
1;26749;-22.02122208511042
1;26874;-20.661097882943086
1;26999;-20.911159113203272
1;27124;-20.119931589305644
1;27249;-18.201412933160835
1;27374;-16.592054507618514
1;27499;-19.533334912056088
1;27624;-27.186766111588966
1;27749;-43.85690137431301
1;27874;-66.02903731654985
1;27999;-65.68479361937075
1;28124;-53.3031155213755
1;28249;-35.06719572099039
1;28374;-25.749743762506146
1;28499;-23.094362497868936
1;28624;-21.259214728370583
1;28749;-20.88181375448102
1;28874;-21.066044343800158
1;28999;-19.355144102302244
1;29124;-17.206027037038904
1;29249;-17.519838157198002
1;29374;-22.567929005157918
1;29499;-35.46415623350609
1;29624;-57.09013648040557
1;29749;-71.5604528614297
1;29874;-64.09034150888124
1;29999;-46.00189472986263
1;30124;-29.690279437148767
1;30249;-24.36008077286022
1;30374;-22.695804617902496
1;30499;-20.902106423798205
1;30624;-21.01415719664625
1;30749;-20.33739770985949
1;30874;-18.311646166876873
1;30999;-16.565228577138797
1;31124;-19.594094516423095
1;31249;-28.570551235295863
1;31374;-46.757385729668506
1;31499;-70.95204402337922
1;31624;-72.82599820080311
1;31749;-57.254940025758415
1;31874;-36.778434211930666
1;31999;-26.871906135166014
1;32124;-23.95897702022526
1;32249;-21.783176217518463
1;32374;-21.003458502869968
1;32499;-21.263375528809668
1;32624;-19.48085553720202
1;32749;-17.23597588441155
1;32874;-17.767248060300638
1;32999;-23.230520839144578
1;33124;-38.000735701133586
1;33249;-61.84588320185001
1;33374;-76.0167484659656
1;33499;-68.48553314406396
1;33624;-47.47696732537991
1;33749;-30.288907259001515
1;33874;-25.192366587978658
1;33999;-23.251285326485043
1;34124;-21.054926443231686
1;34249;-21.15015629748903
1;34374;-20.463370927817188
1;34499;-18.254866038060207
1;34624;-16.672759998004572
1;34749;-20.038833299961837
1;34874;-30.671492342741853
1;34999;-50.74938535715945
1;35124;-74.86418023954229
1;35249;-77.06605288900212
1;35374;-58.14732480905413
1;35499;-36.621808335073844
1;35624;-27.11197806036876
1;35749;-24.36662184619505
1;35874;-21.915087008189964
1;35999;-21.087562373743058
1;36124;-21.337262525273868
1;36249;-19.439805942474177
1;36374;-17.136229015058724
1;36499;-18.196614887199996
1;36624;-24.42735123124671
1;36749;-41.40671767607171
1;36874;-66.93152969252573
1;36999;-79.32578213567824
1;37124;-69.485149449441
1;37249;-46.840051681167594
1;37374;-30.14581398612915
1;37499;-25.397807665155035
1;37624;-23.33747904005692
1;37749;-21.074403943233392
1;37874;-21.20442336323317
1;37999;-20.440008404546223
1;38124;-18.006822669873475
1;38249;-16.99134017016765
1;38374;-20.90752102928299
1;38499;-33.031458440715575
1;38624;-55.28189872147037
1;38749;-78.69943004431663
1;38874;-79.71330411736143
1;38999;-57.313734104248894
1;39124;-35.56099965158647
1;39249;-26.872464481622508
1;39374;-24.375929626004172
1;39499;-21.859304267024395
1;39624;-21.146288699705796
1;39749;-21.161492797051704
1;39874;-19.212707392947262
1;39999;-16.996924886738412
1;40124;-18.700775307655498
1;40249;-26.097784430887504
1;40374;-44.813646752017775
1;40499;-72.40331032306779
1;40624;-81.82674179896769
1;40749;-67.46342234973505
1;40874;-44.66389868827541
1;40999;-29.561986313491165
1;41124;-25.289272834845818
1;41249;-23.181796314718266
1;41374;-21.02523214456791
1;41499;-21.306398801342663
1;41624;-20.238378807324118
1;41749;-17.76515153794533
1;41874;-17.387591976606796
1;41999;-21.868324241044135
1;42124;-35.600855430903515
1;42249;-60.083364363011825
1;42374;-80.88925420779427
1;42499;-79.57000514870805
1;42624;-55.25472757941214
1;42749;-33.852436297060365
1;42874;-26.442646284351394
1;42999;-24.226711798228518
1;43124;-21.659441709509974
1;43249;-21.22897193616626
1;43374;-20.93231827355112
1;43499;-18.885805912535734
1;43624;-16.739960543838137
1;43749;-19.170453964879144
1;43874;-28.436716741405846
1;43999;-48.038763302868865
1;44124;-75.62878424397219
1;44249;-82.37314685174637
1;44374;-64.39902998712996
1;44499;-42.052389657481484
1;44624;-28.846565824319274
1;44749;-24.90903523873621
1;44874;-22.773598814532484
1;44999;-21.065647400959108
1;45124;-21.410444761960214
1;45249;-19.92642744349762
1;45374;-17.569385149963818
1;45499;-17.724752552539
1;45624;-22.845688316301523
1;45749;-38.44095978864827
1;45874;-64.01604345106901
1;45999;-81.5217530331592
1;46124;-77.37738798847629
1;46249;-52.28744879762103
1;46374;-31.990464706685398
1;46499;-26.040053266828366
1;46624;-23.946873646476423
1;46749;-21.4040689513449
1;46874;-21.275184367217125
1;46999;-20.800571635878985
1;47124;-18.549965551795765
1;47249;-16.692838515784324
1;47374;-19.73068996556049
1;47499;-30.69484810169949
1;47624;-51.170170689402426
1;47749;-77.41215156763921
1;47874;-81.85512113781742
1;47999;-61.29399440275878
1;48124;-39.38619470030554
1;48249;-27.980205272461966
1;48374;-24.644705700378562
1;48499;-22.3770316696545
1;48624;-21.15434975337774
1;48749;-21.48966437168992
1;48874;-19.68959349487666
1;48999;-17.325817494094064
1;49124;-18.026953816238617
1;49249;-23.979181726351538
1;49374;-41.11370413399437
1;49499;-67.35179647525273
1;49624;-81.55676401227538
1;49749;-73.74528743586934
1;49874;-49.21452234790402
1;49999;-30.699451992428923
1;50124;-25.655093612315913
1;50249;-23.609142650726714
1;50374;-21.185203758639354
1;50499;-21.270900816565504
1;50624;-20.65690842474502
1;50749;-18.208619974136816
1;50874;-16.94533445432897
1;50999;-20.531900785263794
1;51124;-32.297229594997766
1;51249;-54.14580415361661
1;51374;-78.77860778293665
1;51499;-80.94440927775248
1;51624;-58.85913620648527
1;51749;-36.888145138309035
1;51874;-27.18775214728425
1;51999;-24.431232067215472
1;52124;-22.054556695394403
1;52249;-21.16568014496908
1;52374;-21.362183766405156
1;52499;-19.428124622575535
1;52624;-17.120161443302266
1;52749;-18.486873666485092
1;52874;-25.26113235961457
1;52999;-43.4023727147993
1;53124;-70.52431075161621
1;53249;-81.45755071939996
1;53374;-69.4296642292783
1;53499;-46.26498951124457
1;53624;-29.844868033521042
1;53749;-25.28508251951337
1;53874;-23.324599421323324
1;53999;-21.059309857558695
1;54124;-21.288725628526652
1;54249;-20.43319164360839
1;54374;-17.924975796924354
1;54499;-17.218727683709716
1;54624;-21.360788120015624
1;54749;-34.11009523849699
1;54874;-57.43054987810274
1;54999;-79.63943257146964
1;55124;-79.65254949758113
1;55249;-56.398947385277545
1;55374;-34.908121731785116
1;55499;-26.653903291365076
1;55624;-24.22153673605214
1;55749;-21.7878488570796
1;55874;-21.19606142127878
1;55999;-21.09501491165721
1;56124;-19.102041708240936
1;56249;-16.90647376590757
1;56374;-18.909246572074665
1;56499;-26.750385717712824
1;56624;-45.69264581015172
1;56749;-73.43193407232116
1;56874;-81.20459742183452
1;56999;-65.93355728221226
1;57124;-43.504484915490245
1;57249;-29.160591999703882
1;57374;-25.016929920606838
1;57499;-23.013485114976902
1;57624;-21.024277812458443
1;57749;-21.361604702236153
1;57874;-20.145949381212823
1;57999;-17.71467032691841
1;58124;-17.562778419186234
1;58249;-22.157411692191406
1;58374;-36.20780827779131
1;58499;-60.849404487864895
1;58624;-80.09800648719234
1;58749;-78.13526888271781
1;58874;-53.95973148082649
1;58999;-33.07068931707137
1;59124;-26.183070238638624
1;59249;-24.041826687440537
1;59374;-21.542975071507744
1;59499;-21.243051597488073
1;59624;-20.895893932618048
1;59749;-18.809207514405507
1;59874;-16.731734693635072
1;59999;-19.326575522545923
1;60124;-28.8081460977186
1;60249;-48.38720525828818
1;60374;-75.17150021216028
1;60499;-81.02517712326659
1;60624;-62.82762353483902
1;60749;-41.073183143047615
1;60874;-28.556507150897747
1;60999;-24.693498550358893
1;61124;-22.630258043416745
1;61249;-21.07721085119803
1;61374;-21.433215700911102
1;61499;-19.852549326528173
1;61624;-17.51127376587209
1;61749;-17.784955215012623
1;61874;-23.02920718764635
1;61999;-38.74285654932602
1;62124;-63.85707595749178
1;62249;-80.6071278617758
1;62374;-75.80171181922866
1;62499;-51.17130734506488
1;62624;-31.54221007909526
1;62749;-25.845063663055292
1;62874;-23.80591855339881
1;62999;-21.31396875985101
1;63124;-21.262360212184042
1;63249;-20.763264832888648
1;63374;-18.478532289669932
1;63499;-16.729535562286756
1;63624;-19.843878237368795
1;63749;-30.80750875817422
1;63874;-51.20699591154552
1;63999;-76.87096797754374
1;64124;-80.82224243269322
1;64249;-60.48951854497189
1;64374;-38.70696629872362
1;64499;-27.72725953492964
1;64624;-24.550464690786754
1;64749;-22.26916263046336
1;64874;-21.142329968158347
1;64999;-21.483649609241457
1;65124;-19.643704393230816
1;65249;-17.28173931310385
1;65374;-18.090147284031538
1;65499;-24.128612717955207
1;65624;-41.19234150996044
1;65749;-67.16164499428729
1;65874;-80.88616911040596
1;65999;-72.49813138180427
1;66124;-48.56023775279723
1;66249;-30.5065280552821
1;66374;-25.537223880550123
1;66499;-23.52879783820064
1;66624;-21.142316702626463
1;66749;-21.255869230051513
1;66874;-20.6157763910303
1;66999;-18.166828785388518
1;67124;-16.962423295348998
1;67249;-20.622704720241558
1;67374;-32.386247060786246
1;67499;-54.21729879482023
1;67624;-78.46344426796065
1;67749;-80.30514151356162
1;67874;-58.37085432502469
1;67999;-36.51883700733664
1;68124;-27.075436118021347
1;68249;-24.376618913879323
1;68374;-21.99366726883046
1;68499;-21.158044204434823
1;68624;-21.319546148495157
1;68749;-19.388495614047883
1;68874;-17.100449110715516
1;68999;-18.532866301093044
1;69124;-25.391865512048184
1;69249;-43.508765753089854
1;69374;-70.53110943918686
1;69499;-81.11573891941092
1;69624;-68.73220064067688
1;69749;-45.869181944267076
1;69874;-29.755487281060656
1;69999;-25.234909436002024
1;70124;-23.27806439668943
1;70249;-21.047503801513766
1;70374;-21.287808912768014
1;70499;-20.39506499155813
1;70624;-17.89963665866089
1;70749;-17.243855255384478
1;70874;-21.43675266764327
1;70999;-34.27008893302886
1;71124;-57.67788919383624
1;71249;-79.58698142706366
1;71374;-79.37468476274525
1;71499;-56.11505581512338
1;71624;-34.67841938870404
1;71749;-26.592432931909514
1;71874;-24.20397025577685
1;71999;-21.75383217092802
1;72124;-21.19479434633795
1;72249;-21.06330658919863
1;72374;-19.06297880892779
1;72499;-16.885428275790755
1;72624;-18.946959992153303
1;72749;-26.931058239890383
1;72874;-45.92613774460833
1;72999;-73.53856920690357
1;73124;-81.11760783691176
1;73249;-65.58539935272726
1;73374;-43.222501194076344
1;73499;-29.090777789019935
1;73624;-24.985202317726575
1;73749;-22.973308658909357
1;73874;-21.02508121777361
1;73999;-21.364508086087568
1;74124;-20.11221491982947
1;74249;-17.692273252285688
1;74374;-17.57580361330866
1;74499;-22.233450133693214
1;74624;-36.46404110087569
1;74749;-61.177716001952504
1;74874;-80.17337124925135
1;74999;-77.97160402855876
1;75124;-53.69357103927208
1;75249;-32.88189398600092
1;75374;-26.14785760479595
1;75499;-24.02793644766774
1;75624;-21.518847974676973
1;75749;-21.247135870716082
1;75874;-20.881474734209174
1;75999;-18.780365657833745
1;76124;-16.720079301187795
1;76249;-19.371815372216815
1;76374;-29.050126960814133
1;76499;-48.7077155038357
1;76624;-75.38827750825033
1;76749;-81.07100763639102
1;76874;-62.54113902551215
1;76999;-40.840484706300415
1;77124;-28.488165174468588
1;77249;-24.6805101515123
1;77374;-22.596023338554897
1;77499;-21.086700595918025
1;77624;-21.439963647025667
1;77749;-19.82370395008689
1;77874;-17.48402969206765
1;77999;-17.802855031432927
1;78124;-23.137110221506436
1;78249;-39.05947858769966
1;78374;-64.26750598105258
1;78499;-80.75533950913264
1;78624;-75.56447293317841
1;78749;-50.916812552367226
1;78874;-31.432900387647113
1;78999;-25.82251276942912
1;79124;-23.780138466480924
1;79249;-21.293295217488748
1;79374;-21.26180821557749
1;79499;-20.749378659304906
1;79624;-18.440606434731084
1;79749;-16.7533967819695
1;79874;-19.924910412429785
1;79999;-31.00513193535235
1;80124;-51.57193406651873
1;80249;-77.15470176211839
1;80374;-80.90507594660463
1;80499;-60.29971255143066
1;80624;-38.445527968029666
1;80749;-27.647107194217334
1;80874;-24.544954620453563
1;80999;-22.235973804303356
1;81124;-21.143583065276765
1;81249;-21.485308847996215
1;81374;-19.617720004524468
1;81499;-17.258862506257845
1;81624;-18.144651922326965
1;81749;-24.275653644940476
1;81874;-41.50847319177222
1;81999;-67.62933994279328
1;82124;-81.06433946043359
1;82249;-72.13172019549596
1;82374;-48.27376939159454
1;82499;-30.41370862259969
1;82624;-25.50479679239828
1;82749;-23.502999904636766
1;82874;-21.130286854445693
1;82999;-21.257566429175682
1;83124;-20.595368460427277
1;83249;-18.13272193315002
1;83374;-16.991900465630373
1;83499;-20.734108034544942
1;83624;-32.624917634579894
1;83749;-54.63427041989219
1;83874;-78.72274394293025
1;83999;-80.28770843074498
1;84124;-58.124791536819615
1;84249;-36.305506103330835
1;84374;-27.015619100241544
1;84499;-24.35581000574937
1;84624;-21.96763308086133
1;84749;-21.162580819020043
1;84874;-21.287865810012295
1;84999;-19.3550593072242
1;85124;-17.081943830987175
1;85249;-18.586941707926197
1;85374;-25.577840896218955
1;85499;-43.816603838866996
1;85624;-70.98313859088968
1;85749;-81.22423073197086
1;85874;-68.32943611796043
1;85999;-45.55208826218052
1;86124;-29.678703338480464
1;86249;-25.20848147971617
1;86374;-23.24695668876779
1;86499;-21.039958448257078
1;86624;-21.29718350950099
1;86749;-20.364532448528454
1;86874;-17.871823255953608
1;86999;-17.28433463347219
1;87124;-21.538081439098633
1;87249;-34.52952185424536
1;87374;-58.14116060697606
1;87499;-79.74217538831061
1;87624;-79.27642708769064
1;87749;-55.856116978187345
1;87874;-34.462517147720895
1;87999;-26.537978007403176
1;88124;-24.186849891027848
1;88249;-21.725702138980527
1;88374;-21.20117722780877
1;88499;-21.031721563029155
1;88624;-19.02169607588008
1;88749;-16.85456386132682
1;88874;-18.99747756898884
1;88999;-27.206712218417128
1;89124;-46.294846079494555
1;89249;-73.82546225277177
1;89374;-81.17931657688914
1;89499;-65.2503668039918
1;89624;-42.91703512594882
1;89749;-29.024107610720772
1;89874;-24.94693826383389
1;89999;-22.923517737766275
1;90124;-21.029974011473737
1;90249;-21.37372462587695
1;90374;-20.075375888309676
1;90499;-17.6674161119233
1;90624;-17.6010462827002
1;90749;-22.340155916373213
1;90874;-36.78841973368201
1;90999;-61.581456054565514
1;91124;-80.26308966514901
1;91249;-77.760923675708
1;91374;-53.35956297464589
1;91499;-32.66068142654624
1;91624;-26.10501676998358
1;91749;-24.000881454992935
1;91874;-21.491416047012393
1;91999;-21.253290396846708
1;92124;-20.866393333483504
1;92249;-18.745936677127766
1;92374;-16.71040304971038
1;92499;-19.43070282854527
1;92624;-29.318753772859992
1;92749;-49.06184602767746
1;92874;-75.58663013034453
1;92999;-81.05564340299112
1;93124;-62.266594582312166
1;93249;-40.56127885676844
1;93374;-28.38409502675253
1;93499;-24.65648697999069
1;93624;-22.548358544025664
1;93749;-21.096101890564448
1;93874;-21.448591735449433
1;93999;-19.79257881880744
1;94124;-17.453378113816093
1;94249;-17.822791134036223
1;94374;-23.255714727126406
1;94499;-39.3911184048658
1;94624;-64.66687606940768
1;94749;-80.82571548419959
1;94874;-75.20971409360078
1;94999;-50.59624477221984
1;95124;-31.29569866436467
1;95249;-25.78411360241003
1;95374;-23.743805653962763
1;95499;-21.26708277481593
1;95624;-21.26059821498911
1;95749;-20.73519851174846
1;95874;-18.399978416110937
1;95999;-16.78138155980922
1;96124;-20.014349272596764
1;96249;-31.185548927545693
1;96374;-51.90946963272587
1;96499;-77.36805997864604
1;96624;-80.8642694024838
1;96749;-60.05035096985476
1;96874;-38.143735507347394
1;96999;-27.549161983186767
1;97124;-24.52839440868313
1;97249;-22.19817131184206
1;97374;-21.143447798542695
1;97499;-21.486397423717612
1;97624;-19.5908055585126
1;97749;-17.235344688717383
1;97874;-18.20158018113192
1;97999;-24.417666466740474
1;98124;-41.80178076960944
1;98249;-68.04639940400409
1;98374;-81.13478308416633
1;98499;-71.66943084414774
1;98624;-47.949735929783394
1;98749;-30.3120877744181
1;98874;-25.46229198942807
1;98999;-23.46971668153722
1;99124;-21.116457813024727
1;99249;-21.257890443065477
1;99374;-20.57407975631763
1;99499;-18.09742298408789
1;99624;-17.02130746091627
1;99749;-20.83322129460898
1;99874;-32.84083864576718
1;99999;-55.04246981114238
